Age,Salary,Gender,Marital Status,Years of Experience
32,136032,Male,Divorced,13
62,158549,Prefer Not to Say,Divorced,6
19,175767,Male,Married,16
55,108339,Male,Single,11
45,25895,Female,Single,23
31,126802,Female,Divorced,21
21,146780,Prefer Not to Say,Divorced,9
20,166502,Male,Single,10
22,168226,Male,Married,20
58,68932,Female,Single,13
60,77924,Male,Married,5
28,111216,Female,Single,4
41,16211,Male,Divorced,18
28,96654,Male,Single,16
59,61788,Prefer Not to Say,Divorced,24
33,153376,Prefer Not to Say,Single,5
25,130024,Female,Divorced,14
46,165181,Female,Married,19
46,19702,Male,Married,10
35,82218,Prefer Not to Say,Divorced,19
61,28410,Female,Divorced,22
58,24218,Male,Married,12
55,24100,Female,Married,9
29,132360,Male,Divorced,6
28,12568,Prefer Not to Say,Single,1
33,122064,Male,Single,21
27,18481,Prefer Not to Say,Divorced,4
62,143707,Female,Divorced,14
26,32205,Female,Single,19
64,76672,Male,Divorced,7
64,101336,Female,Single,18
33,102056,Male,Married,23
46,104358,Prefer Not to Say,Divorced,7
25,74224,Male,Divorced,18
35,51259,Male,Single,21
51,156695,Female,Married,23
22,176978,Prefer Not to Say,Divorced,13
61,167254,Male,Divorced,22
32,190847,Male,Married,20
63,168095,Prefer Not to Say,Divorced,5
47,65119,Female,Divorced,22
61,62932,Male,Single,16
19,12389,Male,Divorced,24
39,28756,Prefer Not to Say,Single,19
50,159208,Prefer Not to Say,Single,21
51,135953,Prefer Not to Say,Divorced,4
59,52526,Female,Single,3
38,38794,Prefer Not to Say,Single,9
62,152996,Male,Married,23
24,157985,Female,Married,14
27,126419,Prefer Not to Say,Married,3
20,158526,Female,Single,3
57,14960,Female,Single,6
63,126149,Female,Married,14
54,136747,Prefer Not to Say,Married,25
53,133930,Female,Married,23
58,184356,Male,Divorced,14
35,132509,Prefer Not to Say,Married,11
48,54505,Male,Divorced,7
55,102198,Prefer Not to Say,Divorced,21
57,176118,Prefer Not to Say,Single,15
60,137073,Prefer Not to Say,Married,19
62,84058,Female,Single,11
27,15930,Male,Divorced,11
44,16609,Female,Divorced,6
61,28825,Female,Single,8
61,106868,Prefer Not to Say,Married,5
26,158459,Male,Divorced,16
21,169036,Female,Divorced,18
42,20003,Female,Married,20
55,69464,Prefer Not to Say,Married,25
59,11928,Male,Divorced,16
60,172615,Male,Divorced,4
50,50964,Female,Married,10
64,21364,Male,Married,23
50,121160,Male,Single,16
24,139011,Female,Divorced,21
62,105846,Male,Single,23
20,173418,Female,Married,22
55,174331,Female,Married,11
49,5428,Male,Divorced,14
54,86051,Prefer Not to Say,Single,19
49,62798,Female,Divorced,3
50,12692,Female,Divorced,22
20,139465,Male,Single,11
42,47002,Male,Married,17
54,81654,Prefer Not to Say,Single,19
48,149538,Male,Single,2
26,11356,Female,Single,25
22,108570,Male,Married,1
54,185135,Prefer Not to Say,Single,12
43,163152,Prefer Not to Say,Divorced,11
52,21878,Male,Married,24
56,52779,Female,Single,21
49,94750,Prefer Not to Say,Married,10
21,167837,Female,Single,16
49,157350,Female,Divorced,18
49,82643,Prefer Not to Say,Single,22
48,96353,Prefer Not to Say,Married,22
33,43351,Prefer Not to Say,Divorced,24
51,91509,Male,Married,19
61,127301,Prefer Not to Say,Single,15
27,82871,Female,Married,14
19,49180,Female,Divorced,21
21,159915,Prefer Not to Say,Single,17
32,132774,Male,Single,4
54,63425,Male,Single,1
34,184362,Male,Married,18
27,18753,Prefer Not to Say,Single,12
64,48239,Female,Divorced,17
42,168883,Prefer Not to Say,Married,8
33,175562,Female,Divorced,1
48,59313,Male,Single,11
24,12922,Prefer Not to Say,Married,13
18,72316,Prefer Not to Say,Married,1
28,96638,Male,Divorced,9
31,176201,Prefer Not to Say,Divorced,16
33,83917,Prefer Not to Say,Single,9
22,173995,Prefer Not to Say,Single,2
24,16701,Prefer Not to Say,Divorced,1
35,73253,Prefer Not to Say,Married,8
65,177046,Male,Married,24
47,154319,Male,Single,12
35,159064,Female,Divorced,19
48,70664,Male,Divorced,18
61,178168,Prefer Not to Say,Single,1
38,173350,Female,Divorced,25
51,127695,Prefer Not to Say,Divorced,15
58,92272,Female,Married,1
28,102480,Female,Single,24
63,143053,Prefer Not to Say,Single,16
34,172834,Female,Married,11
35,115611,Female,Divorced,1
21,35213,Male,Married,5
56,64121,Prefer Not to Say,Married,13
56,43991,Prefer Not to Say,Single,20
27,72510,Prefer Not to Say,Married,14
28,185202,Prefer Not to Say,Single,17
30,158536,Prefer Not to Say,Married,2
52,198596,Male,Married,25
63,184008,Male,Divorced,17
55,147222,Prefer Not to Say,Single,1
53,6216,Female,Divorced,2
37,44434,Female,Married,7
30,57119,Male,Married,10
64,170576,Prefer Not to Say,Divorced,20
61,192133,Female,Single,20
61,80128,Female,Married,11
50,168815,Prefer Not to Say,Married,17
26,73207,Prefer Not to Say,Single,16
48,100679,Female,Married,18
20,84886,Male,Single,10
43,119301,Female,Divorced,24
37,79493,Male,Divorced,7
59,135572,Prefer Not to Say,Single,23
52,185996,Female,Married,1
30,29472,Male,Single,2
58,60553,Prefer Not to Say,Married,19
29,177209,Prefer Not to Say,Divorced,4
23,11868,Male,Divorced,12
55,117911,Female,Divorced,12
47,129918,Male,Single,16
20,151976,Male,Married,18
51,71363,Prefer Not to Say,Divorced,16
53,106072,Prefer Not to Say,Married,18
34,103199,Male,Married,19
34,92909,Female,Divorced,19
53,32899,Prefer Not to Say,Divorced,9
36,70981,Female,Divorced,12
19,156778,Prefer Not to Say,Divorced,11
54,87139,Female,Divorced,22
63,13994,Male,Single,4
48,195413,Female,Married,17
31,113432,Female,Single,21
19,53426,Female,Divorced,10
21,146480,Prefer Not to Say,Married,1
35,142485,Female,Single,1
30,135637,Prefer Not to Say,Divorced,25
20,106780,Female,Divorced,19
41,100674,Female,Married,18
45,118212,Male,Divorced,7
54,100093,Male,Single,14
43,129358,Prefer Not to Say,Divorced,11
36,186588,Male,Single,17
44,34224,Prefer Not to Say,Married,22
63,137635,Male,Divorced,20
64,64952,Female,Married,17
27,196425,Female,Single,1
36,66785,Male,Divorced,11
58,40048,Prefer Not to Say,Single,1
36,132999,Prefer Not to Say,Married,8
20,183009,Male,Divorced,25
35,89033,Prefer Not to Say,Single,12
24,112272,Female,Divorced,10
21,31620,Prefer Not to Say,Single,11
34,81028,Female,Divorced,4
46,65047,Male,Divorced,15
26,37402,Prefer Not to Say,Single,6
63,9338,Prefer Not to Say,Married,1
47,141587,Female,Married,5
37,100396,Male,Married,8
25,186286,Male,Single,12
32,75791,Male,Single,12
33,147833,Female,Divorced,14
43,44131,Prefer Not to Say,Single,18
27,82084,Prefer Not to Say,Divorced,11
33,157330,Prefer Not to Say,Divorced,23
55,170808,Female,Single,15
65,101926,Female,Married,12
64,162053,Male,Divorced,13
32,15579,Prefer Not to Say,Single,20
47,161215,Female,Married,24
19,23227,Female,Single,9
52,99922,Male,Single,6
42,111370,Prefer Not to Say,Single,20
37,9294,Female,Divorced,11
57,10475,Prefer Not to Say,Married,6
39,13141,Prefer Not to Say,Divorced,24
32,110525,Prefer Not to Say,Single,6
36,115208,Male,Married,18
19,155402,Female,Single,18
46,119423,Male,Divorced,3
35,192112,Male,Divorced,15
42,24951,Prefer Not to Say,Divorced,6
26,21665,Male,Divorced,10
61,186633,Male,Married,12
45,96399,Prefer Not to Say,Married,20
29,24694,Female,Single,14
57,89819,Prefer Not to Say,Divorced,6
54,18179,Female,Married,3
50,42372,Prefer Not to Say,Single,19
19,144112,Prefer Not to Say,Divorced,8
20,143975,Male,Divorced,13
65,33504,Male,Divorced,10
25,167074,Male,Single,24
26,168753,Prefer Not to Say,Divorced,22
48,77991,Female,Divorced,3
65,113109,Prefer Not to Say,Married,12
59,11581,Male,Married,10
60,113757,Prefer Not to Say,Divorced,24
23,83005,Female,Married,5
26,175796,Male,Divorced,11
39,150886,Prefer Not to Say,Single,11
46,166408,Prefer Not to Say,Divorced,1
50,76451,Prefer Not to Say,Married,15
37,108344,Prefer Not to Say,Married,5
53,115573,Female,Married,19
38,123860,Female,Divorced,19
22,198083,Prefer Not to Say,Single,24
19,34550,Male,Divorced,21
50,31092,Prefer Not to Say,Single,21
64,30486,Female,Divorced,13
40,190444,Male,Single,1
37,192410,Female,Single,8
54,43280,Prefer Not to Say,Married,24
42,115575,Female,Single,20
56,160712,Prefer Not to Say,Single,2
61,158237,Male,Single,19
51,60272,Male,Single,3
65,47967,Female,Married,12
51,48943,Male,Single,1
64,151032,Prefer Not to Say,Married,4
27,124189,Female,Single,19
21,70701,Prefer Not to Say,Married,24
54,174782,Male,Divorced,16
28,103858,Prefer Not to Say,Married,6
52,147330,Female,Single,5
49,83202,Female,Divorced,8
30,107543,Female,Single,2
57,173448,Male,Married,4
53,196439,Prefer Not to Say,Married,9
57,114750,Female,Married,16
30,108402,Female,Divorced,15
28,118336,Prefer Not to Say,Married,19
31,163120,Female,Single,7
41,147242,Male,Divorced,22
28,199806,Male,Divorced,1
23,39448,Prefer Not to Say,Married,8
31,110852,Male,Divorced,1
61,94318,Female,Married,1
23,34266,Female,Married,7
35,141078,Prefer Not to Say,Married,22
37,187358,Male,Single,23
62,50446,Prefer Not to Say,Married,20
20,11258,Female,Married,12
26,122158,Prefer Not to Say,Married,22
36,140056,Female,Married,19
43,10415,Female,Married,3
54,157239,Prefer Not to Say,Single,13
51,158093,Male,Divorced,17
20,96766,Male,Married,15
63,184881,Female,Divorced,10
34,96583,Prefer Not to Say,Divorced,16
43,181778,Prefer Not to Say,Single,18
59,174642,Male,Single,22
34,113824,Prefer Not to Say,Divorced,11
44,60640,Female,Married,14
58,154195,Male,Divorced,17
64,71438,Prefer Not to Say,Married,15
18,42266,Prefer Not to Say,Divorced,12
18,34537,Prefer Not to Say,Single,3
26,184539,Female,Divorced,15
56,118689,Female,Divorced,17
35,15872,Prefer Not to Say,Single,19
56,157175,Male,Married,23
30,24806,Prefer Not to Say,Single,12
47,28621,Female,Married,22
53,152733,Male,Divorced,4
52,41572,Prefer Not to Say,Divorced,20
58,43871,Male,Married,2
53,24775,Male,Divorced,12
57,62945,Prefer Not to Say,Single,11
43,126819,Male,Married,4
61,79679,Prefer Not to Say,Divorced,19
21,60343,Female,Divorced,14
37,23444,Prefer Not to Say,Married,20
24,143839,Female,Divorced,14
24,51861,Male,Single,8
62,28874,Female,Divorced,12
61,15495,Male,Married,10
45,147856,Prefer Not to Say,Single,24
48,81395,Male,Married,3
59,170102,Prefer Not to Say,Single,1
55,60263,Female,Married,10
53,62496,Female,Divorced,7
64,37529,Prefer Not to Say,Divorced,13
20,140355,Prefer Not to Say,Single,15
35,146616,Male,Divorced,4
58,56540,Male,Married,2
39,78432,Female,Single,9
60,32596,Prefer Not to Say,Married,23
48,58892,Female,Single,5
61,135477,Prefer Not to Say,Married,2
26,199476,Prefer Not to Say,Divorced,25
56,194033,Prefer Not to Say,Single,3
30,106714,Female,Married,18
26,124587,Female,Single,18
23,110292,Female,Divorced,3
54,183665,Female,Married,2
47,142755,Female,Married,12
58,93171,Female,Single,19
27,22734,Male,Divorced,3
30,138882,Female,Divorced,10
32,29518,Male,Married,10
40,89246,Prefer Not to Say,Married,25
26,109967,Male,Divorced,24
21,63798,Female,Single,5
56,27440,Female,Divorced,5
36,107832,Prefer Not to Say,Single,14
32,30925,Male,Married,12
59,39038,Prefer Not to Say,Single,24
54,5198,Female,Divorced,15
47,173919,Male,Married,9
37,189597,Prefer Not to Say,Married,14
35,42018,Prefer Not to Say,Divorced,3
22,100752,Prefer Not to Say,Divorced,6
65,48324,Male,Married,7
64,94374,Female,Single,24
61,57734,Prefer Not to Say,Married,5
26,35675,Prefer Not to Say,Divorced,20
34,185977,Prefer Not to Say,Single,5
52,84571,Male,Single,8
24,8169,Prefer Not to Say,Single,18
20,57723,Male,Divorced,23
23,127057,Female,Married,2
32,14401,Prefer Not to Say,Single,22
35,97561,Female,Divorced,6
21,170024,Prefer Not to Say,Single,16
20,68005,Male,Divorced,1
27,104894,Prefer Not to Say,Divorced,16
22,173995,Male,Married,12
31,131938,Male,Single,12
49,152274,Female,Single,2
27,16516,Male,Divorced,6
35,178528,Male,Divorced,9
60,83070,Male,Divorced,1
23,182652,Male,Divorced,17
33,60939,Prefer Not to Say,Divorced,7
39,162734,Female,Divorced,6
64,28133,Male,Single,18
20,125739,Female,Married,25
29,32795,Prefer Not to Say,Single,1
61,34949,Prefer Not to Say,Single,15
52,54604,Prefer Not to Say,Married,15
32,107488,Female,Married,2
40,65621,Prefer Not to Say,Married,8
63,112541,Prefer Not to Say,Single,3
65,110126,Female,Single,21
60,49616,Female,Single,19
31,18735,Prefer Not to Say,Single,20
21,39264,Prefer Not to Say,Married,20
34,54317,Female,Divorced,6
37,13093,Male,Married,13
21,115297,Female,Married,11
34,196846,Male,Married,24
40,58826,Prefer Not to Say,Divorced,12
43,69871,Male,Divorced,7
23,42265,Female,Married,11
22,115214,Female,Single,7
30,192007,Male,Married,2
18,52463,Male,Married,22
42,53836,Male,Single,10
42,113264,Female,Single,18
23,46659,Prefer Not to Say,Married,1
57,157440,Male,Single,18
53,140314,Prefer Not to Say,Married,7
59,137108,Female,Married,14
55,89994,Prefer Not to Say,Divorced,12
38,52695,Prefer Not to Say,Divorced,8
36,140887,Male,Single,9
25,42310,Female,Divorced,4
48,133998,Prefer Not to Say,Single,18
40,63219,Prefer Not to Say,Married,16
47,156454,Male,Married,10
46,177336,Male,Single,8
29,121152,Male,Married,19
65,118053,Female,Single,10
32,162785,Prefer Not to Say,Single,11
33,66257,Prefer Not to Say,Divorced,20
21,147556,Prefer Not to Say,Single,16
62,173650,Prefer Not to Say,Divorced,11
65,185076,Male,Married,9
64,186075,Male,Divorced,12
58,40355,Female,Married,4
35,195172,Prefer Not to Say,Single,24
35,157295,Male,Single,19
23,107256,Female,Divorced,3
52,50749,Male,Divorced,14
48,31527,Prefer Not to Say,Single,12
33,37479,Prefer Not to Say,Married,18
38,122225,Female,Married,10
22,40217,Female,Divorced,25
26,15687,Male,Divorced,6
61,67018,Female,Single,15
26,50541,Male,Married,13
21,62443,Male,Married,1
33,153770,Prefer Not to Say,Divorced,12
53,149564,Female,Single,3
46,53231,Prefer Not to Say,Divorced,5
30,9779,Female,Married,9
44,168256,Prefer Not to Say,Divorced,15
57,84987,Female,Single,1
28,12089,Prefer Not to Say,Married,4
43,100765,Prefer Not to Say,Divorced,17
32,105669,Female,Divorced,6
46,147217,Male,Divorced,25
58,171130,Female,Divorced,24
19,76258,Female,Married,4
33,184131,Female,Single,20
45,7488,Female,Divorced,15
46,87674,Male,Single,15
20,190755,Male,Married,24
37,79515,Female,Single,1
36,21911,Prefer Not to Say,Married,25
35,153931,Prefer Not to Say,Divorced,25
45,190237,Prefer Not to Say,Divorced,25
32,61000,Female,Single,1
29,127658,Female,Married,19
60,59453,Prefer Not to Say,Single,4
23,71414,Prefer Not to Say,Married,21
49,8645,Prefer Not to Say,Divorced,19
29,172753,Prefer Not to Say,Divorced,12
37,154503,Male,Divorced,5
55,52181,Female,Married,8
46,157642,Female,Divorced,4
19,128961,Male,Single,2
61,69702,Male,Single,23
23,67686,Male,Married,9
51,125452,Male,Single,18
53,97677,Prefer Not to Say,Married,4
64,88660,Male,Married,7
61,22433,Female,Single,5
29,35711,Prefer Not to Say,Divorced,5
57,159192,Male,Divorced,6
31,59071,Male,Single,2
52,105662,Prefer Not to Say,Divorced,12
26,46933,Male,Divorced,20
22,88831,Female,Divorced,22
51,160458,Female,Divorced,8
21,190981,Female,Married,14
31,11958,Female,Single,3
32,143251,Female,Single,13
61,99921,Male,Divorced,4
45,77919,Prefer Not to Say,Married,7
61,167395,Prefer Not to Say,Married,3
29,43675,Female,Single,14
19,116878,Male,Single,23
59,10802,Male,Divorced,13
54,11928,Prefer Not to Say,Married,5
27,187664,Prefer Not to Say,Single,16
43,17746,Male,Divorced,15
54,6050,Prefer Not to Say,Divorced,12
47,169811,Prefer Not to Say,Married,6
35,48191,Male,Divorced,7
18,120275,Prefer Not to Say,Single,16
33,74672,Prefer Not to Say,Single,20
40,107899,Prefer Not to Say,Married,24
61,43334,Female,Divorced,17
62,114669,Male,Married,3
62,145523,Female,Divorced,6
25,120057,Male,Single,10
25,16896,Female,Divorced,24
28,109389,Female,Divorced,20
45,108268,Prefer Not to Say,Single,24
43,168035,Female,Single,1
23,8452,Prefer Not to Say,Divorced,1
33,79518,Male,Divorced,15
51,51156,Male,Divorced,23
31,87673,Male,Married,14
50,18372,Male,Married,11
23,132142,Male,Divorced,10
57,195482,Male,Divorced,16
35,62233,Prefer Not to Say,Married,25
18,49379,Male,Married,25
25,137858,Prefer Not to Say,Married,5
59,157419,Male,Divorced,11
24,37717,Prefer Not to Say,Divorced,2
63,45376,Prefer Not to Say,Married,10
65,115690,Female,Married,16
40,102202,Prefer Not to Say,Single,21
55,47594,Female,Single,8
31,129200,Male,Married,19
35,154512,Male,Divorced,5
48,130084,Prefer Not to Say,Single,13
52,66534,Male,Single,2
26,98290,Male,Divorced,10
64,17296,Female,Single,21
63,71545,Prefer Not to Say,Single,8
63,29719,Prefer Not to Say,Married,22
39,45056,Male,Single,3
22,105058,Male,Divorced,25
25,94840,Female,Married,11
24,126973,Male,Divorced,24
30,187476,Female,Divorced,22
60,14438,Prefer Not to Say,Single,20
28,6489,Female,Single,7
20,68648,Prefer Not to Say,Single,20
30,179060,Male,Married,8
43,122275,Male,Single,15
44,100515,Male,Single,20
18,134123,Female,Single,9
38,181040,Male,Married,8
48,176275,Prefer Not to Say,Single,4
57,11177,Male,Married,23
42,12834,Male,Married,2
40,42567,Male,Married,5
42,42161,Female,Divorced,13
59,152050,Prefer Not to Say,Married,11
44,90198,Male,Single,12
62,182314,Female,Single,4
34,101308,Male,Single,16
31,98826,Male,Married,20
58,34101,Prefer Not to Say,Married,23
38,124972,Male,Divorced,8
37,96558,Prefer Not to Say,Married,15
64,187267,Male,Single,9
29,28208,Prefer Not to Say,Single,5
30,57701,Prefer Not to Say,Married,22
47,103606,Prefer Not to Say,Divorced,3
61,12906,Male,Divorced,18
28,39133,Male,Divorced,1
61,139607,Female,Divorced,13
62,194105,Male,Single,17
58,110633,Female,Divorced,15
31,115781,Prefer Not to Say,Divorced,13
57,114676,Female,Single,19
35,181074,Female,Married,8
22,87099,Male,Divorced,9
51,81705,Male,Married,4
18,179667,Prefer Not to Say,Divorced,7
28,115292,Female,Married,14
49,60524,Male,Single,16
34,61976,Female,Divorced,14
39,159967,Prefer Not to Say,Married,14
48,11507,Female,Divorced,25
21,126375,Prefer Not to Say,Married,1
61,37894,Prefer Not to Say,Single,19
49,177589,Female,Single,4
44,57381,Female,Married,3
38,56503,Male,Divorced,3
42,23996,Prefer Not to Say,Married,9
62,56881,Prefer Not to Say,Divorced,23
42,108045,Prefer Not to Say,Single,16
34,81987,Male,Single,15
50,196726,Female,Divorced,21
65,192095,Male,Married,17
40,138112,Male,Divorced,25
29,174015,Female,Single,3
26,164640,Female,Married,24
20,34441,Female,Married,14
64,87338,Male,Divorced,22
24,109919,Female,Divorced,23
25,5732,Prefer Not to Say,Married,12
39,29270,Prefer Not to Say,Single,1
57,188734,Prefer Not to Say,Single,4
39,100395,Male,Single,20
32,40567,Prefer Not to Say,Divorced,2
62,185421,Prefer Not to Say,Married,15
48,6643,Female,Married,1
56,17837,Prefer Not to Say,Single,22
42,45076,Female,Married,5
36,9658,Male,Divorced,15
46,97598,Prefer Not to Say,Married,6
48,81411,Prefer Not to Say,Divorced,21
34,175994,Female,Divorced,3
32,199315,Prefer Not to Say,Divorced,25
19,137821,Female,Divorced,4
45,115980,Female,Single,20
58,81258,Female,Divorced,25
31,65970,Female,Married,11
41,76260,Male,Divorced,16
61,94662,Male,Divorced,11
65,101374,Male,Divorced,4
64,77330,Male,Divorced,1
32,110929,Female,Divorced,17
46,103896,Male,Married,22
18,193562,Female,Single,24
22,137340,Female,Divorced,5
40,39415,Male,Divorced,16
31,155670,Male,Married,7
62,191816,Prefer Not to Say,Divorced,24
37,54241,Prefer Not to Say,Married,2
45,48454,Male,Divorced,13
54,95492,Prefer Not to Say,Married,20
20,56224,Prefer Not to Say,Single,19
35,26402,Prefer Not to Say,Single,21
41,36548,Female,Single,17
20,91554,Male,Divorced,25
60,89845,Prefer Not to Say,Married,6
33,193593,Prefer Not to Say,Single,13
52,116775,Prefer Not to Say,Single,24
37,77499,Prefer Not to Say,Married,2
26,68627,Female,Married,7
50,129806,Prefer Not to Say,Divorced,6
63,113313,Female,Single,7
41,73518,Female,Married,8
38,73621,Male,Married,13
35,163898,Male,Divorced,22
29,116386,Prefer Not to Say,Divorced,22
22,79195,Female,Married,14
58,195451,Female,Married,25
31,48456,Female,Married,12
65,42476,Female,Married,16
41,59163,Female,Divorced,1
64,55569,Prefer Not to Say,Divorced,20
48,40006,Female,Married,14
39,130537,Male,Divorced,6
21,77558,Male,Married,8
41,113042,Female,Single,21
59,30403,Female,Divorced,11
20,117128,Male,Single,13
58,82898,Female,Single,24
33,174804,Male,Married,23
55,150447,Male,Divorced,21
44,14249,Female,Single,17
42,170290,Prefer Not to Say,Married,15
24,160155,Female,Married,5
44,64486,Female,Married,21
24,92052,Prefer Not to Say,Divorced,1
48,51444,Female,Divorced,16
32,82377,Male,Divorced,17
34,105021,Male,Married,23
35,166969,Male,Married,5
32,103953,Male,Divorced,10
51,161420,Male,Divorced,14
56,63397,Female,Married,13
64,149261,Female,Divorced,4
25,98186,Female,Single,14
59,100428,Male,Divorced,24
46,44829,Female,Single,19
48,69842,Male,Divorced,8
54,15686,Female,Married,25
55,75443,Female,Single,5
33,69495,Female,Divorced,7
50,100612,Male,Divorced,10
35,17224,Female,Single,9
34,106885,Female,Single,24
51,18706,Male,Divorced,18
60,180071,Male,Divorced,17
29,57592,Prefer Not to Say,Single,18
37,124127,Female,Single,5
43,124298,Female,Single,21
38,49375,Female,Married,16
20,129466,Male,Married,5
20,196184,Female,Divorced,24
28,184535,Prefer Not to Say,Divorced,20
20,116156,Female,Single,22
33,106745,Female,Single,10
41,122029,Prefer Not to Say,Single,24
55,153923,Prefer Not to Say,Married,19
55,31038,Prefer Not to Say,Single,24
34,42267,Male,Married,1
41,31609,Male,Married,2
47,176008,Female,Divorced,17
65,152037,Male,Married,5
47,93619,Female,Married,21
40,107957,Female,Divorced,18
60,25355,Male,Single,10
55,126919,Male,Married,2
54,103330,Prefer Not to Say,Divorced,14
40,172370,Male,Divorced,4
53,189436,Prefer Not to Say,Divorced,7
27,124741,Prefer Not to Say,Married,20
59,85175,Prefer Not to Say,Divorced,9
58,131490,Male,Single,21
30,156291,Prefer Not to Say,Divorced,15
63,165854,Female,Married,8
31,121296,Male,Divorced,2
38,104413,Male,Single,23
61,18213,Male,Single,23
29,190542,Prefer Not to Say,Divorced,3
36,54370,Prefer Not to Say,Divorced,22
53,165707,Male,Divorced,3
64,141223,Prefer Not to Say,Married,3
19,97785,Prefer Not to Say,Single,17
50,72161,Prefer Not to Say,Divorced,18
40,45252,Prefer Not to Say,Single,3
29,151476,Prefer Not to Say,Married,2
44,134788,Prefer Not to Say,Divorced,7
37,44507,Male,Married,7
44,61528,Female,Divorced,16
20,141750,Male,Married,8
22,97721,Prefer Not to Say,Single,10
42,64436,Male,Married,1
42,44998,Male,Divorced,21
55,70279,Female,Married,19
55,189499,Female,Divorced,18
55,52736,Prefer Not to Say,Divorced,5
24,193481,Female,Divorced,15
29,115656,Prefer Not to Say,Single,3
18,143850,Female,Single,21
49,14945,Female,Married,11
59,93788,Male,Divorced,18
28,74166,Male,Single,12
44,157590,Female,Married,16
28,189064,Female,Married,25
26,85119,Male,Divorced,9
38,96910,Male,Divorced,4
34,19004,Male,Married,19
52,179919,Male,Divorced,2
40,8622,Female,Divorced,2
25,158709,Prefer Not to Say,Married,20
52,42422,Female,Married,11
56,189926,Prefer Not to Say,Single,7
63,57551,Male,Single,23
29,43858,Male,Married,13
48,104460,Male,Divorced,5
30,197639,Female,Divorced,5
58,81335,Male,Single,12
18,64465,Female,Divorced,7
22,82576,Female,Single,5
59,80887,Female,Single,23
41,82631,Female,Single,6
34,110666,Female,Divorced,9
19,160788,Prefer Not to Say,Single,1
35,46730,Male,Divorced,7
57,147980,Male,Divorced,22
22,12380,Female,Married,9
63,188889,Female,Divorced,16
22,13707,Prefer Not to Say,Single,23
28,159456,Male,Married,24
18,134007,Prefer Not to Say,Married,23
52,96835,Female,Divorced,2
35,78737,Prefer Not to Say,Single,3
24,107681,Male,Divorced,1
48,19565,Male,Divorced,15
50,149382,Prefer Not to Say,Divorced,10
62,83025,Male,Divorced,2
30,97442,Male,Married,3
55,83930,Female,Divorced,17
63,147287,Prefer Not to Say,Married,13
22,26200,Male,Single,20
54,97960,Male,Divorced,21
41,28578,Prefer Not to Say,Married,1
35,77238,Prefer Not to Say,Single,10
27,9129,Female,Divorced,24
38,90854,Prefer Not to Say,Single,18
41,41572,Male,Divorced,19
42,196798,Prefer Not to Say,Divorced,8
63,30521,Prefer Not to Say,Divorced,22
55,163466,Prefer Not to Say,Married,17
45,28913,Prefer Not to Say,Divorced,1
21,90933,Prefer Not to Say,Single,13
57,9348,Prefer Not to Say,Married,20
65,89542,Prefer Not to Say,Married,4
36,141152,Female,Married,15
21,139958,Prefer Not to Say,Divorced,5
23,107991,Prefer Not to Say,Single,10
23,46983,Male,Single,6
39,172831,Male,Single,3
64,41558,Prefer Not to Say,Divorced,18
19,62210,Male,Single,16
58,43858,Prefer Not to Say,Single,14
26,71429,Prefer Not to Say,Single,18
51,18804,Prefer Not to Say,Single,11
38,31530,Prefer Not to Say,Married,13
61,121731,Male,Married,15
28,182082,Prefer Not to Say,Married,2
27,38017,Male,Single,17
56,21163,Male,Divorced,11
23,16388,Female,Divorced,21
23,125646,Female,Married,1
56,101672,Female,Married,13
20,178024,Prefer Not to Say,Single,7
63,49945,Female,Married,17
26,138298,Prefer Not to Say,Divorced,7
39,165607,Prefer Not to Say,Single,11
58,11290,Female,Married,23
56,64454,Female,Divorced,11
30,183928,Female,Divorced,17
43,149465,Male,Divorced,20
27,180041,Prefer Not to Say,Single,25
42,175779,Prefer Not to Say,Married,20
63,33653,Prefer Not to Say,Single,22
63,85376,Prefer Not to Say,Married,6
23,70317,Prefer Not to Say,Divorced,13
48,37726,Male,Divorced,1
54,143530,Male,Single,1
57,88350,Female,Single,12
58,84404,Female,Single,24
48,82931,Prefer Not to Say,Single,5
30,16953,Prefer Not to Say,Married,24
54,72882,Prefer Not to Say,Married,7
32,97356,Female,Single,16
23,89192,Prefer Not to Say,Married,1
30,23916,Prefer Not to Say,Married,13
40,84602,Male,Single,23
63,126230,Prefer Not to Say,Single,13
31,34027,Female,Single,4
64,92268,Prefer Not to Say,Divorced,24
58,71134,Prefer Not to Say,Single,4
56,46537,Prefer Not to Say,Divorced,4
23,94703,Female,Divorced,7
61,11618,Male,Married,18
43,112125,Male,Married,6
49,66533,Male,Single,14
54,60159,Prefer Not to Say,Divorced,17
54,83325,Prefer Not to Say,Single,16
34,164334,Prefer Not to Say,Married,5
63,152939,Female,Married,18
64,123296,Female,Single,2
36,152652,Male,Single,17
34,74953,Female,Single,8
36,101835,Prefer Not to Say,Single,2
54,133294,Female,Single,17
37,103507,Male,Divorced,3
54,41411,Prefer Not to Say,Divorced,4
28,96449,Prefer Not to Say,Divorced,3
21,170776,Prefer Not to Say,Divorced,21
52,133095,Female,Divorced,7
23,109637,Female,Divorced,23
45,164203,Prefer Not to Say,Divorced,10
24,11307,Prefer Not to Say,Divorced,14
61,32948,Female,Single,6
44,113598,Male,Married,17
22,118421,Female,Single,9
56,6038,Male,Divorced,22
65,81217,Female,Divorced,20
49,73785,Female,Single,10
51,186185,Female,Single,9
54,15972,Prefer Not to Say,Married,23
